Furniture restoration,Historial-Site
Metal detecting,Natural-Site
Cross-stitching,Cultural-Attraction
Embellishing clothing,Cultural-Attraction
Leather carving,Cultural-Attraction
Glassblowing,Cultural-Attraction
Stained glass making,Cultural-Attraction
Pottery throwing,Cultural-Attraction
Mosaics,Cultural-Attraction
Wood carving,Cultural-Attraction
Stone carving,Cultural-Attraction
Engraving,Cultural-Attraction
Printmaking,Cultural-Attraction
Bookbinding,Cultural-Attraction
Calligraphy,Cultural-Attraction
Scrapbooking,Entertainment Venue
Collage making,Cultural-Attraction
Origami folding,Cultural-Attraction
Paper quilling,Cultural-Attraction
Flower arranging,Cultural-Attraction
Knitting socks,Cultural-Attraction
Knitting hats,Cultural-Attraction
Knitting scarves,Cultural-Attraction
Knitting sweaters,Cultural-Attraction
Knitting blankets,Cultural-Attraction
Quilting patchwork,Cultural-Attraction
Sewing clothes,Cultural-Attraction
Sewing home decor,Cultural-Attraction
Upholstery,Cultural-Attraction
Crossword puzzle solving,Entertainment Venue
Sudoku solving,Entertainment Venue
Rubik's cube solving,Entertainment Venue
Puzzle assembling,Entertainment Venue
Magic the Gathering,Entertainment Venue
Dungeons and Dragons,Entertainment Venue
Warhammer 40K,Entertainment Venue
Board game design,Entertainment Venue
Costume design,Cultural-Attraction
Cosplay,Entertainment Venue
Stand-up comedy,Entertainment Venue
Improv comedy,Entertainment Venue
Podcasting,Entertainment Venue
Vlogging,Entertainment Venue
Blogging,Entertainment Venue
Creative writing,Cultural-Attraction
Poetry writing,Cultural-Attraction
Screenwriting,Cultural-Attraction
Public speaking,Cultural-Attraction
Debate,Cultural-Attraction
Model building,Entertainment Venue
RC car racing,Sports-Venue
Astronomy observation,Natural-Site
Telescope building,Cultural-Attraction
Drone flying,Entertainment Venue
Robot building,Cultural-Attraction
Hackathon participation,Entertainment Venue
Virtual reality gaming,Entertainment Venue
Augmented reality gaming,Entertainment Venue
Escape room solving,Entertainment Venue
Baking bread,Entertainment Venue
Making candy,Entertainment Venue
Making chocolate,Entertainment Venue
Fermentation,Entertainment Venue
Pickling,Entertainment Venue
Making jam,Entertainment Venue
Making pasta,Entertainment Venue
